url_length,num_dots,num_special_chars,has_at_symbol,has_hyphen,is_ip,has_redirect,num_subdomains,is_shortened,url_entropy,has_suspicious_keyword,is_brand_spoofed,domain_age,domain_expiry,whois_private,https_used,result
48,3,5,0,0,0,1,0,0,3.9549868557726655,0,0,5657,185,0,0,0
28,1,3,0,0,0,1,0,0,4.182005814760214,0,0,7294,1106,1,0,0
66,4,6,0,0,0,1,1,0,4.427678598082125,0,0,8977,1249,1,-1,1
29,2,3,0,0,0,1,0,0,3.9262723741395074,0,0,-1,-1,-1,-1,1
85,4,7,0,0,0,1,1,0,4.577548619635178,0,0,14065,874,1,1,1
95,2,11,0,0,0,1,0,0,4.885093834797763,0,0,10206,2943,1,1,1
46,2,5,0,0,0,1,0,0,3.920331391668873,0,0,899,196,1,1,1
72,3,8,0,0,0,1,0,0,4.351732426156415,0,0,9955,5411,1,0,0
47,2,3,0,0,0,1,0,0,4.562478415867197,0,0,-1,-1,0,-1,0
33,3,3,0,0,0,1,0,0,3.945464952495108,0,0,9076,54,0,0,0
60,3,6,0,0,0,1,0,0,4.536243412983061,0,0,9961,264,1,1,1
31,2,3,0,0,0,1,0,0,3.953565664946428,0,0,6693,246,1,-1,1
75,2,8,0,0,0,1,0,0,4.32335381822142,0,0,6687,252,1,-1,1
61,2,8,0,0,0,1,0,0,4.266001681470514,0,0,-1,-1,-1,-1,1
24,1,4,0,0,0,1,0,0,3.688721875540867,0,0,9129,388,1,0,0
36,2,3,0,0,0,1,0,0,3.98578082135646,0,0,9177,319,1,1,1
25,2,3,0,0,0,1,0,0,4.023465189601647,0,0,-1,-1,1,-1,0
56,3,8,0,0,0,1,1,0,4.455737342205622,0,0,8162,238,1,-1,1
66,3,6,0,0,0,1,0,0,4.630404535533423,0,0,10726,230,1,1,1
69,1,7,0,0,0,1,0,0,4.156810101699931,0,0,8702,428,1,0,0
43,1,7,0,0,0,1,0,0,4.079377616076664,0,0,3347,305,1,0,0
44,3,4,0,0,0,1,1,0,4.064338937154249,0,0,8028,372,1,-1,1
44,2,4,0,0,0,1,0,0,4.109793482608794,0,0,5951,1353,1,1,1
103,3,17,0,0,0,1,0,0,4.4260804454471065,1,1,5125,353,1,0,0
106,3,17,0,0,0,1,0,0,4.5072834042269765,0,0,11483,203,1,1,1
41,2,3,0,0,0,1,0,0,4.229145602020757,0,0,6107,101,1,1,1
35,1,5,0,0,0,1,0,0,3.9544425746945735,0,0,-1,-1,-1,-1,0
107,4,9,0,0,0,1,0,0,4.899105454185179,0,0,-1,-1,-1,-1,0
39,3,4,0,0,0,1,1,0,4.079772731460867,0,0,8828,299,1,-1,1
69,1,5,0,0,0,1,0,0,4.1839039322968015,0,0,4404,2534,1,0,0
34,4,3,0,0,0,1,1,0,3.90320806164768,0,0,8072,-37,0,1,1
53,2,4,0,0,0,1,0,0,4.619337671503511,0,0,-1,-1,1,-1,0
38,3,4,0,0,0,1,0,0,3.809216080205241,0,0,-1,-1,1,-1,0
43,2,4,0,0,0,1,0,0,3.969771952769756,0,0,-1,-1,1,-1,0
70,2,9,0,0,0,1,0,0,4.334670032048085,0,0,10630,328,1,1,1
107,3,16,0,0,0,1,0,0,5.003808898277423,0,0,7001,303,0,0,0
27,2,3,0,0,0,1,0,0,3.633974075997157,0,0,-1,-1,-1,-1,1
31,2,4,0,0,0,1,0,0,3.962103165155796,0,0,10943,3302,1,1,1
28,1,3,0,0,0,1,0,0,3.651478922893309,0,0,-1,-1,1,-1,0
53,2,6,0,0,0,1,0,0,4.27990029637067,0,0,504,1322,1,0,0
40,2,3,0,0,0,1,0,0,4.065311532225103,0,0,-1,-1,-1,-1,0
51,2,4,0,1,0,1,0,0,4.194306165790041,1,1,5531,312,1,-1,0
110,3,15,0,0,0,1,1,0,4.70792804741982,0,0,11302,21,1,-1,1
32,1,4,0,0,0,1,0,0,3.8820488277869583,0,0,6982,322,1,-1,0
75,3,12,0,0,0,1,0,0,4.7396474837085165,0,0,10244,713,1,-1,1
32,2,3,0,0,0,1,0,0,4.179229296672175,0,0,4770,708,1,0,0
42,2,5,0,0,0,1,0,0,3.90114622080041,0,0,5460,383,1,0,0
67,2,9,0,0,0,1,0,0,4.849910929929951,0,0,11085,236,1,1,1
39,3,4,0,0,0,1,1,0,3.901449181656169,0,0,8820,310,1,-1,1
65,3,8,0,0,0,1,1,0,4.628469983272643,0,0,11007,316,1,1,1
33,1,3,0,0,0,1,0,0,4.18788919491935,0,0,-1,-1,-1,-1,0
81,6,5,0,0,0,1,3,0,4.18858951614546,0,0,10889,69,1,-1,1
24,1,3,0,0,0,1,0,0,3.772055208874201,0,0,-1,-1,-1,-1,0
86,2,8,0,0,0,1,0,0,4.4721355401868506,0,0,-1,-1,-1,-1,1
58,2,7,0,0,0,1,0,0,4.245069356823525,0,0,-1,-1,1,-1,0
51,3,3,0,0,0,1,0,0,3.937062725029968,0,0,-1,-1,-1,-1,1
78,2,9,0,0,0,1,0,0,4.7293219769738535,0,0,11085,236,1,1,1
140,6,13,0,0,0,1,0,0,4.80262870182404,0,0,-1,-1,-1,-1,0
72,3,8,0,0,0,1,0,0,4.254819842424644,0,0,9411,1911,1,1,1
46,2,5,0,0,0,1,0,0,4.352381456471639,0,0,13854,874,1,1,1
63,3,11,0,0,0,1,1,0,4.411116582223751,0,0,9920,305,1,1,1
46,3,5,0,0,0,1,0,0,4.102168956377575,0,0,8577,188,1,0,0
35,3,3,0,0,0,1,0,0,3.9357276594930415,0,0,-1,-1,1,-1,0
146,5,6,0,0,0,1,0,0,4.951247807547673,0,0,-1,-1,-1,-1,0
28,2,3,0,0,0,1,0,0,3.824862957617357,0,0,9645,215,1,1,1
55,3,5,0,0,0,1,0,0,4.243116823813246,0,0,6843,96,1,1,1
105,3,11,0,0,0,1,0,0,4.659616537844824,0,0,-1,-1,-1,-1,0
35,2,3,0,0,0,1,0,0,4.185867302411999,0,0,6912,392,1,1,1
62,4,5,0,0,0,1,1,0,4.1034694009642285,0,0,8356,44,1,-1,1
29,2,3,0,0,0,1,0,0,3.8312762533752496,0,0,6749,190,1,1,1
46,3,3,0,0,0,1,0,0,4.294663586209604,0,0,9437,59,1,1,1
58,2,6,0,0,0,1,0,0,3.986509659886463,0,0,-1,-1,-1,-1,0
71,4,8,0,0,0,1,1,0,4.476956190342594,0,0,8985,145,1,-1,1
28,2,4,0,0,0,1,0,0,3.824862957617357,0,0,4482,265,0,0,0
74,4,8,1,0,0,1,0,0,4.401039313155958,0,0,-1,-1,1,-1,0
161,2,12,0,1,0,0,0,0,4.728708668851614,0,0,-1,-1,1,-1,0
18,2,2,0,0,0,1,0,0,3.4613201402110083,0,0,9920,305,1,1,1
39,3,4,0,0,0,1,0,0,4.128494129663178,0,0,-1,-1,0,-1,0
39,3,5,0,1,0,1,0,0,3.977208628896765,0,0,-1,-1,1,-1,0
86,3,8,0,0,0,1,0,0,4.858031947253049,1,1,10160,67,1,-1,0
53,2,6,0,0,0,1,0,0,4.3198225209199785,0,0,8413,1082,1,-1,1
36,2,5,0,0,0,1,0,0,4.350209029099897,0,0,9893,332,1,-1,1
21,2,2,0,0,0,1,0,0,3.6897037321995474,0,0,5564,1740,1,-1,1
110,3,11,0,0,0,1,0,0,5.164790260042829,0,0,10036,1285,1,0,0
180,4,26,0,0,0,1,0,0,5.044486140223674,1,0,6691,613,1,0,0
46,2,5,0,0,0,1,0,0,4.107922489127367,0,0,10519,1008,1,1,1
64,3,6,0,0,0,1,1,0,4.371671884241178,0,0,8809,3608,1,-1,1
63,2,8,0,0,0,1,0,0,4.7156300273830265,0,0,11085,236,1,1,1
59,3,7,0,0,0,1,0,0,4.23179405925578,0,1,193,171,1,-1,0
27,1,5,0,0,0,1,0,0,3.9265716511782727,0,0,8017,383,0,0,0
41,2,3,0,0,0,1,0,0,4.155498040834077,0,0,-1,-1,-1,-1,0
34,2,4,0,0,0,1,0,0,4.138502179294739,0,0,11405,646,1,-1,1
87,4,8,0,0,0,1,0,0,4.228630818675232,1,0,2145,46,1,-1,0
42,4,5,0,0,0,1,1,0,4.091622411276601,0,0,9141,1085,1,-1,1
81,4,8,0,0,0,1,1,0,4.467445645813661,0,0,8985,145,1,-1,1
41,1,5,0,0,0,1,0,0,4.199407042292132,0,0,-1,-1,-1,-1,0
63,4,7,0,0,0,1,0,0,4.663089645413072,0,0,9495,2192,1,1,1
39,1,6,0,0,0,1,0,0,3.833371693654795,0,0,-1,-1,1,-1,0
84,3,9,0,0,0,1,1,0,4.604758161845175,0,0,11007,316,1,-1,1
32,2,3,0,0,0,1,0,0,4.093139062229566,0,0,8243,887,1,1,1
105,2,10,0,0,0,1,0,0,4.864751975776717,0,0,-1,-1,-1,-1,0
43,2,5,0,0,0,1,0,0,4.217563162817514,0,0,899,196,1,1,1
29,4,3,0,0,1,1,0,0,3.7193758224153695,0,0,-1,-1,1,-1,0
88,2,10,0,0,0,1,0,0,4.732960988759587,0,0,-1,-1,1,-1,0
84,3,13,0,0,0,1,0,0,4.519505073050769,0,0,10704,290,1,1,1
34,2,4,0,0,0,1,0,0,4.116299605701696,0,0,-1,-1,-1,-1,0
59,1,5,0,0,0,1,0,0,4.573178965189276,1,0,-1,-1,1,-1,0
54,3,7,0,0,0,1,0,0,4.1597214746186975,0,0,4578,169,1,0,0
66,2,10,0,0,0,1,0,0,4.288480249480715,0,0,8852,278,1,1,1
70,3,7,0,1,0,1,0,0,4.26992618953895,0,0,-1,-1,-1,-1,0
248,8,21,0,0,0,1,0,0,4.8881851282237125,1,0,-1,-1,-1,-1,0
73,6,6,0,0,0,1,0,0,4.223182265008261,0,0,121,608,0,0,0
46,3,3,0,0,0,1,0,0,4.586183358692583,0,0,-1,-1,1,-1,0
91,4,7,0,0,0,1,0,0,4.8920493822097,0,0,-1,-1,1,-1,0
75,3,8,0,0,0,1,0,0,4.761417191185064,0,0,8906,1642,0,1,1
57,2,7,0,0,0,1,0,0,4.118002190272558,0,0,9349,1243,1,-1,1
32,1,4,0,0,0,1,0,0,4.116729296672175,0,0,5422,56,1,0,0
61,1,10,0,0,0,1,0,0,4.077740313349793,0,0,7624,45,0,-1,0
17,2,2,0,0,0,1,0,0,3.175123135113461,0,0,9124,23,1,1,1
35,2,3,0,0,0,1,0,0,3.7941671325678072,0,0,3638,379,1,0,0
71,2,9,0,0,0,1,0,0,4.49341160744162,0,0,9964,2818,1,1,1
47,2,3,0,0,0,1,0,0,3.9854695758935,0,0,402,328,1,-1,0
40,3,4,0,0,0,1,0,0,4.196439344671016,0,0,9168,1378,1,1,1
227,2,14,0,1,0,1,0,0,4.980452587674588,1,0,-1,-1,1,-1,0
96,4,10,0,0,0,1,0,0,4.938990954175897,0,0,-1,-1,-1,-1,0
86,2,12,0,0,0,1,0,0,4.336735432057751,0,0,7062,242,1,1,1
118,3,15,0,0,0,1,0,0,4.860959948409899,0,0,13322,190,1,1,1
44,2,5,0,0,0,1,0,0,4.399677289476145,0,0,10316,1004,1,1,1
36,2,3,0,0,0,1,0,0,3.951194363083223,0,0,7727,308,1,-1,1
89,4,10,0,0,0,1,2,0,4.245208015996029,0,0,11076,88,1,-1,1
27,3,2,0,0,0,1,1,0,3.930270372293453,0,0,10004,951,1,-1,1
92,4,10,0,0,0,1,1,0,4.686499663766856,0,0,8985,145,1,-1,1
69,2,7,0,0,0,1,0,0,4.407073871035304,0,0,10607,351,1,1,1
87,2,10,0,0,0,1,0,0,4.209761102164383,0,0,-1,-1,-1,-1,0
89,3,11,0,0,0,1,0,0,4.906646459149043,0,0,5953,255,1,1,1
98,2,12,0,0,0,1,0,0,4.904978173795026,0,0,10206,2943,1,1,1
62,4,7,0,0,0,1,1,0,4.034942786843472,0,0,9493,368,1,-1,1
70,1,6,0,0,0,1,0,0,4.389458645814078,0,0,4251,861,1,0,0
62,2,8,0,0,0,1,0,0,4.700186536808578,0,0,11085,236,1,1,1
47,1,4,0,0,0,1,0,0,4.116635470284575,0,0,-1,-1,-1,-1,0
39,3,3,0,0,0,1,0,0,4.214262795507958,0,0,10206,2943,1,1,1
68,2,9,0,0,0,1,0,0,4.480721944688849,0,0,9483,378,1,1,1
58,2,9,0,0,0,1,0,0,4.551970547509392,0,0,6655,284,1,-1,0
66,3,8,0,0,0,1,1,0,4.048203119936416,0,0,14534,144,1,1,1
72,7,7,0,0,0,1,0,0,4.281978343221518,0,0,-1,-1,-1,-1,0
27,1,3,0,0,0,1,0,0,3.782122224145305,0,0,-1,-1,-1,-1,0
62,3,6,0,0,0,1,0,0,4.812357802008306,0,0,6748,191,1,-1,1
43,3,5,0,0,0,1,1,0,4.293030895325341,0,0,8820,310,1,-1,1
31,1,3,0,0,0,1,0,0,3.977916874693636,0,0,-1,-1,-1,-1,0
37,3,5,0,0,0,1,1,0,4.330282419332171,1,1,6846,93,1,-1,1
52,2,5,0,0,0,1,0,0,4.010241344834732,0,0,-1,-1,-1,-1,0
64,3,4,0,0,0,1,0,0,4.362997562960808,0,0,1038,-1,1,0,0
70,2,11,0,0,0,1,0,0,4.299095389252756,0,0,7729,306,1,1,1
59,2,6,0,0,0,1,0,0,4.514791788273068,0,0,11050,636,1,1,1
76,6,4,0,0,0,1,3,0,4.198393060905981,0,0,10889,69,1,-1,1
75,3,8,0,0,0,1,0,0,4.314156606798496,0,0,-1,-1,0,-1,0
32,1,3,0,0,0,1,0,0,4.007048827786958,0,0,-1,-1,1,0,0
23,3,3,0,0,1,1,0,0,3.142064672977998,0,0,-1,-1,1,-1,0
24,1,3,0,0,0,1,0,0,3.938721875540867,0,0,5898,310,1,0,0
109,13,4,0,0,0,1,11,0,4.241786473672702,1,0,-1,-1,-1,-1,0
51,2,6,0,0,0,1,0,0,4.05666793032624,0,0,6665,509,1,1,1
34,1,3,0,0,0,1,0,0,4.149983341811304,0,0,6045,163,1,0,0
111,4,12,1,0,0,1,0,0,4.541755566076666,1,0,4701,46,1,0,0
38,4,3,0,0,0,1,0,0,3.78017915789576,0,0,-1,-1,1,-1,0
43,2,4,0,0,0,1,0,0,4.443365626644182,0,0,9324,537,1,-1,1
33,3,6,0,0,0,1,0,0,3.510176225931464,0,0,-1,-1,1,-1,0
37,3,3,0,0,0,1,0,0,4.229327351940021,0,0,9809,2608,1,1,1
45,3,5,0,0,0,1,1,0,4.188982196705438,0,0,11007,316,1,1,1
73,13,2,0,0,0,1,9,0,3.887714240552505,0,1,-1,-1,1,-1,0
53,2,8,0,0,0,1,0,0,4.117387502935062,0,0,-1,-1,1,1,1
240,2,7,0,0,0,1,0,0,5.537187618860614,0,0,-1,-1,-1,-1,0
43,3,4,0,0,0,1,1,0,3.998728057370606,0,0,8820,310,1,-1,1
42,1,6,0,0,0,1,0,0,4.073648899320328,0,0,-1,-1,1,-1,0
69,2,6,0,0,0,1,0,0,4.52544403044167,0,0,4820,293,1,0,0
51,2,7,0,0,0,1,0,0,4.2354799985372935,1,1,5997,72,1,0,0
32,2,3,0,0,0,1,0,0,4.015319531114783,0,0,-1,-1,-1,-1,1
60,3,5,0,0,0,1,0,0,4.247742678581274,0,0,584,146,1,-1,1
42,4,5,0,0,1,1,0,0,4.403989446485261,1,0,-1,-1,1,-1,0
79,1,9,0,0,0,1,0,0,4.658777621870756,1,0,7217,817,1,0,0
54,3,4,0,0,0,1,0,0,4.182004224949625,0,0,9431,65,1,1,1
41,2,4,0,0,0,1,0,0,4.301839504248711,0,0,1191,269,1,1,1
40,2,4,0,0,0,1,0,0,3.965311532225104,0,0,4414,333,0,0,0
23,1,3,0,0,0,1,0,0,4.055958151615124,0,0,-1,-1,1,-1,0
57,4,7,0,0,0,1,2,0,4.001652463154149,0,1,4533,214,1,0,0
27,1,3,0,0,0,1,0,0,4.282484261342599,0,0,3046,240,1,-1,0
120,3,20,0,0,0,1,1,0,4.409528017971766,0,0,10519,1008,1,-1,1
35,3,3,0,0,0,1,1,0,4.128724445269142,0,0,8741,24,0,-1,1
47,3,5,0,0,0,1,1,0,4.1452520227940735,0,0,8820,310,1,-1,1
40,2,5,0,1,0,1,0,0,4.634183719779189,0,0,-1,-1,-1,-1,0
42,3,3,0,0,0,1,1,0,4.121267946939375,0,0,10823,1959,1,-1,1
44,2,3,0,0,0,1,0,0,4.118665290007957,0,0,6844,95,1,-1,1
63,2,7,0,0,0,1,0,0,4.347990988355564,0,0,-1,-1,1,-1,0
24,3,2,0,0,0,1,0,0,3.7406015629507214,0,0,4761,353,1,-1,1
71,2,9,0,0,0,1,0,0,4.767508168977674,0,0,11085,236,1,1,1
96,2,10,0,0,0,1,0,0,4.526392252141905,0,0,7171,133,1,-1,1
77,5,9,0,0,0,1,0,0,4.5121164580870525,1,0,2180,11,1,-1,0
49,3,5,0,0,0,1,0,0,4.183302385188318,0,0,9229,267,1,1,1
62,2,10,0,0,0,1,0,0,4.314700496003899,0,0,10353,237,1,1,1
50,2,7,0,0,0,1,0,0,4.389275070710713,0,0,7729,306,1,1,1
91,3,10,0,0,0,1,0,0,4.713854400108345,0,0,6627,-53,1,-1,1
59,3,8,0,0,1,1,0,0,4.759241779234826,0,0,-1,-1,1,-1,0
71,1,12,0,1,0,1,0,0,4.489683966505136,0,0,-1,-1,-1,-1,0
188,4,18,1,0,0,1,0,0,5.097205994082238,0,0,-1,-1,-1,-1,0
66,1,5,0,0,0,1,0,0,4.4588607418721775,0,0,5780,1524,1,-1,0
41,3,4,0,1,0,1,0,0,4.076348955520991,0,0,8769,361,1,1,1
48,4,5,0,0,0,1,1,0,4.16883399132455,0,0,7009,295,1,-1,1
32,2,3,0,0,0,1,0,0,4.179229296672175,0,0,10206,2943,1,1,1
83,3,7,0,0,0,1,1,0,4.592058263643528,0,0,6735,282,1,-1,0
177,4,18,0,0,0,1,1,0,4.967467824680643,0,0,10998,325,1,-1,1
91,5,11,0,0,0,1,2,0,4.886946157520577,0,0,10889,69,1,-1,1
74,2,10,0,0,0,1,0,0,4.190533224868712,0,0,10724,597,1,1,1
44,3,4,0,0,0,1,0,0,4.299896391167891,0,0,1533,292,1,1,1
88,3,6,0,0,0,1,1,0,4.440562536391673,0,0,4136,246,1,1,0
41,2,4,0,0,0,1,0,0,4.210733711724087,0,0,1422,403,1,1,1
54,2,6,0,0,0,1,0,0,4.572030039553705,0,0,11050,636,1,1,1
33,2,3,0,0,0,1,0,0,4.513794876803092,0,0,5653,190,1,-1,0
48,3,4,0,0,0,1,0,0,3.957067386399956,0,0,6532,42,1,1,1
34,2,6,0,1,0,1,0,0,3.85586569475248,0,0,3462,197,1,0,0
55,2,5,0,0,0,1,0,0,4.272383014257551,0,0,-1,-1,-1,-1,0
101,5,10,0,0,0,1,2,0,4.367143151680419,0,0,8904,401,0,-1,1
54,2,5,0,0,0,1,0,0,4.394073734471542,0,0,10806,50,1,1,1
31,2,3,0,0,0,1,0,0,3.732444601324707,0,0,8165,1696,1,1,1
297,15,25,1,0,0,1,0,0,5.077088770104345,1,0,-1,-1,1,-1,0
36,2,3,0,0,0,1,0,0,3.718846363733215,0,0,-1,-1,-1,-1,1
61,3,6,0,0,0,1,0,0,4.514284419629967,0,0,6716,207,1,-1,1
101,3,11,0,0,0,1,0,0,4.656518508995115,0,0,9476,20,1,1,1
80,2,10,0,0,0,1,0,0,4.626118683353012,0,0,8290,110,1,-1,1
69,3,6,0,0,0,1,0,0,4.26023248826298,0,0,6554,20,1,1,1
47,1,8,0,0,0,1,0,0,3.972024162154153,0,0,-1,-1,1,0,0
124,2,14,0,0,0,1,0,0,4.609090619441596,0,0,6366,938,1,-1,1
249,4,20,0,0,0,1,0,0,5.705859533766357,0,0,-1,-1,-1,-1,0
41,2,5,0,0,0,1,0,0,4.2356007851058886,0,0,8745,20,1,1,1
31,2,4,0,0,0,1,0,0,3.808719697344071,0,0,8187,213,1,-1,1
55,2,7,0,0,0,1,0,0,4.39443835102477,0,0,8681,84,1,1,1
79,3,9,0,0,0,1,1,0,4.3211695906928185,1,1,12505,277,1,-1,1
43,1,5,0,0,0,1,0,0,4.054317813779052,0,0,3852,530,1,0,0
62,3,8,0,0,0,1,0,0,4.514128366594226,0,0,9217,644,1,1,1
67,4,7,0,0,0,1,0,0,4.622371937424928,0,0,7581,65,1,1,1
