url_length,num_dots,num_special_chars,has_at_symbol,has_hyphen,is_ip,has_redirect,num_subdomains,is_shortened,url_entropy,has_suspicious_keyword,is_brand_spoofed,domain_age,domain_expiry,whois_private,https_used,result
25,2,3,0,0,0,1,0,0,3.813660689688186,0,0,6655,284,1,-1,0
31,2,3,0,0,0,1,0,0,4.284683810317086,0,0,11317,1832,1,0,0
97,3,12,0,0,0,1,0,0,4.3108301654322965,0,0,6137,71,1,-1,1
69,2,10,0,0,0,1,0,0,4.534562733095158,0,0,10564,145,1,1,1
67,2,8,0,0,0,1,0,0,4.280048102058547,0,0,-1,-1,-1,-1,0
33,2,4,0,0,0,1,0,0,3.980169407880764,0,0,-1,-1,1,-1,0
66,3,5,0,0,0,1,0,0,4.453971590408028,1,0,3223,1524,1,-1,0
22,1,3,0,0,0,1,0,1,3.936260027531527,0,0,5430,48,1,-1,0
61,4,5,0,0,0,1,0,0,4.270763879100897,1,0,-1,-1,-1,-1,0
77,3,7,0,0,0,1,0,0,4.448767879404227,0,0,-1,-1,-1,-1,1
44,2,5,0,0,0,1,0,0,3.8802510855608414,0,0,10036,1285,1,1,0
48,1,5,0,0,0,1,0,0,4.787782031835939,0,0,851,244,1,0,0
39,1,4,0,1,0,1,0,0,4.528741321315404,0,0,-1,-1,-1,-1,0
79,1,12,0,0,0,1,0,0,4.3289292485778015,0,0,-1,-1,-1,-1,0
34,3,3,0,0,0,1,0,0,3.741155855638064,0,0,9889,336,1,-1,1
54,3,4,0,0,0,1,0,0,4.367964298652708,0,0,-1,-1,-1,-1,0
50,2,7,0,0,0,1,0,0,4.1039818205809055,0,0,8033,367,1,1,1
32,3,4,0,0,0,1,1,0,3.929229296672175,0,0,11007,316,1,1,1
84,2,5,0,0,0,1,0,0,4.895310208947159,0,0,3526,126,1,-1,0
64,5,4,0,0,0,1,2,0,4.246268266288633,0,0,10889,69,1,-1,1
110,9,4,0,0,0,1,0,0,4.969208977153779,0,0,7994,771,1,1,1
32,2,4,0,1,0,1,0,0,4.054229296672175,0,0,4009,8,1,-1,0
25,2,2,0,0,0,1,0,0,3.623465189601647,0,0,3638,14,1,1,1
36,2,5,0,0,0,1,0,0,3.8718956694089632,0,0,-1,-1,1,-1,0
94,1,6,0,0,0,1,0,0,5.015839288364494,1,0,-1,-1,-1,-1,0
26,2,3,0,0,0,1,0,0,3.95006375643621,0,0,-1,-1,1,1,1
66,2,7,0,0,0,1,0,0,4.231291802347119,0,0,2086,105,1,0,0
36,3,4,0,0,0,1,0,0,4.0514621540398,0,0,33,331,1,1,1
46,3,5,0,0,0,1,0,0,4.368792054344758,0,0,10670,286,1,1,1
32,4,3,0,0,1,1,0,0,4.038909765557392,0,0,-1,-1,1,-1,0
38,2,4,0,0,0,1,0,0,4.165837632423487,0,0,-1,-1,1,-1,0
40,3,4,0,0,0,1,1,0,3.875070520364182,0,0,8820,310,1,-1,1
41,2,4,0,0,0,1,0,0,4.442679443536939,0,0,7145,159,1,1,1
53,1,5,0,0,0,1,0,0,4.318425654483244,0,0,6924,15,1,0,0
66,3,6,0,0,0,1,0,0,4.196587346961463,0,0,8882,248,1,1,1
47,4,3,0,0,0,1,1,0,4.296728947874153,0,0,10931,392,1,-1,1
106,3,14,0,0,0,1,0,0,4.510124216800601,0,0,8909,260,0,-1,1
199,5,21,0,0,0,1,0,0,5.249638333110243,1,0,74,290,1,1,0
29,1,4,0,0,0,1,0,0,3.6469666682736497,0,0,5289,189,1,-1,0
50,3,4,0,0,0,1,0,0,4.28637013015618,0,0,1067,28,0,1,1
54,2,6,0,0,0,1,0,0,4.092876280647646,0,0,36,328,1,0,0
80,3,10,1,0,0,1,0,0,4.443253802314378,0,0,3558,459,1,0,0
77,2,9,0,0,0,1,0,0,4.05095054893995,0,0,-1,-1,-1,-1,0
63,4,8,1,0,0,1,0,0,4.477224471690108,0,0,-1,-1,-1,-1,0
29,2,3,0,0,0,1,0,0,3.8833374604210062,0,0,7249,55,1,1,1
60,2,6,0,0,0,1,0,0,4.54274940507578,0,0,10206,2943,1,1,1
26,1,3,0,0,0,1,0,0,4.286790198827113,0,0,6381,193,1,0,0
106,2,12,0,0,0,1,0,0,5.228467102093717,0,0,8045,356,0,0,0
27,1,5,0,0,0,1,0,0,4.060262039120377,0,0,433,297,1,0,0
67,1,9,0,1,0,1,0,0,4.281883222303534,0,0,3674,343,1,0,0
53,3,5,0,0,0,1,1,0,4.277093039665443,0,0,8820,310,1,-1,1
48,2,6,0,0,0,1,0,0,3.913320189106,0,1,422,-57,1,-1,0
27,3,3,0,0,0,1,1,0,3.8282375018429535,0,0,8910,76,0,-1,1
61,2,6,0,0,0,1,0,0,4.348712854546199,0,0,3675,342,1,-1,1
178,2,17,0,0,0,1,0,0,4.947118890905323,1,0,-1,-1,1,-1,0
51,2,6,0,0,0,1,0,0,4.360781165705199,0,0,5708,331,1,-1,1
73,4,7,0,0,0,1,1,0,4.499412361397035,0,0,9783,77,1,-1,1
124,3,9,0,0,0,1,0,0,4.900290641585246,0,0,-1,-1,1,0,0
123,2,14,0,0,0,1,0,0,5.127178755565023,1,0,5224,984,1,0,0
57,2,7,0,0,0,1,0,0,4.262996269333794,0,0,9231,630,1,1,1
32,2,3,0,0,0,1,0,0,3.8636085007312415,0,0,268,96,1,1,1
48,1,8,0,0,0,1,0,0,4.0957136787344055,0,0,-1,-1,-1,-1,0
63,2,7,0,0,0,1,0,0,3.935592916495813,0,0,3636,1267,1,0,0
46,4,3,0,0,0,1,0,0,3.919769836256636,0,1,8239,161,1,0,0
82,4,9,0,0,0,1,0,0,4.897203151424737,0,0,3841,176,1,0,0
65,2,9,0,0,0,1,0,0,4.239084689978686,0,0,-1,-1,-1,-1,0
65,4,9,0,0,0,1,1,0,4.727922190145106,0,0,5341,1598,1,-1,1
99,3,15,0,0,0,1,0,0,4.735022722062688,0,0,7820,215,1,-1,1
47,2,3,0,0,0,1,0,0,4.189930011519816,0,0,-1,-1,-1,-1,0
61,2,8,0,0,0,1,0,0,4.066006092286584,0,0,4005,12,1,0,0
19,2,2,0,0,0,1,0,0,3.3660913291191923,0,0,7072,232,0,1,1
37,3,4,0,0,0,1,1,0,4.026360459931184,0,0,11007,316,1,1,1
44,4,4,0,0,0,1,1,0,4.248426788747654,0,0,10206,2943,1,-1,1
47,3,5,0,0,0,1,1,0,4.086637395088468,0,0,9136,2916,1,-1,1
154,11,13,0,0,0,1,8,0,4.363206062920126,1,1,-1,-1,1,-1,0
162,5,13,0,0,0,1,0,0,5.011866118101691,1,1,10298,1388,1,-1,0
57,3,6,0,0,0,1,0,0,4.321680093332853,0,0,7675,359,1,-1,1
47,2,4,0,0,0,1,0,0,4.197685925915566,0,0,-1,-1,-1,-1,0
45,2,6,0,0,0,1,0,0,3.8800903182634334,0,0,10964,359,1,1,1
64,3,9,0,0,0,1,0,0,4.645807960931275,0,0,10809,147,1,-1,1
79,3,12,0,0,0,1,0,0,4.070947724430918,0,0,10685,1001,1,1,1
33,2,5,0,0,0,1,0,0,4.354852073838349,0,0,6129,444,1,0,0
40,3,4,0,0,0,1,0,0,4.246439344671016,0,0,1533,292,1,1,1
27,2,3,0,0,0,1,0,0,3.559900001923083,0,0,10683,273,1,1,1
27,2,3,0,0,0,1,0,0,4.106377316818026,0,0,6973,371,1,0,0
51,2,8,0,0,0,1,0,0,4.216761989863113,0,0,9665,195,1,1,1
29,2,3,0,0,0,1,0,0,3.8833374604210062,0,0,9362,1230,1,1,1
55,3,6,0,0,0,1,1,0,4.333200795492941,0,0,7760,640,1,-1,1
54,4,6,0,0,1,1,0,0,4.527764122413646,1,0,-1,-1,1,-1,0
83,3,9,0,1,0,1,0,0,4.452603967612232,0,0,8753,12,1,1,1
58,3,4,0,0,0,1,0,0,4.281671995727217,0,0,-1,-1,1,-1,0
36,2,3,0,0,0,1,0,0,3.951194363083223,0,0,6394,180,1,1,1
28,2,3,0,0,0,1,0,0,3.9677201004744993,0,0,-1,-1,1,0,0
35,1,6,0,0,0,1,0,0,3.818588646061331,0,0,-1,-1,-1,-1,0
111,2,9,0,0,0,1,0,0,4.50902828625017,1,1,3223,1524,1,-1,0
61,4,10,0,0,0,1,0,0,4.248715059954234,0,0,-1,-1,-1,-1,0
49,3,5,0,0,0,1,0,0,4.142486058657706,0,0,4170,268,1,0,0
52,2,8,0,0,0,1,0,0,4.509744584277753,0,0,8162,238,1,1,1
38,2,4,0,0,0,1,0,0,4.188331131693838,0,0,5734,109,1,-1,1
38,1,4,0,0,0,1,0,0,4.155565013329719,0,1,6557,1477,0,0,0
61,3,7,0,1,0,1,0,0,4.437399896090741,0,0,8096,304,1,1,1
37,3,4,0,1,0,1,0,0,4.165421190410283,0,0,10631,327,1,-1,1
48,3,4,0,1,0,1,0,0,3.967280407143144,0,0,6983,321,1,-1,1
166,3,19,0,0,0,1,0,0,4.893086691960707,1,0,3223,1524,1,-1,0
37,2,3,0,0,0,1,0,0,4.229327351940021,0,0,-1,-1,-1,-1,1
93,4,6,0,0,0,1,0,0,4.558577327928151,0,0,-1,-1,1,1,1
74,2,8,0,0,0,1,0,0,4.015689428487547,0,0,-1,-1,-1,-1,0
812,13,90,0,0,0,1,1,0,5.624829425160613,0,0,6129,444,1,0,0
92,4,7,0,0,0,1,0,0,4.984182511026778,0,0,-1,-1,-1,-1,0
70,2,7,0,0,0,1,0,0,4.407245967211743,0,0,395,335,1,-1,0
69,3,7,1,0,0,1,0,0,4.388694159670945,0,0,-1,-1,-1,-1,0
119,4,12,0,0,0,1,0,0,4.661877718172992,0,0,-1,-1,1,-1,0
40,4,3,0,0,0,1,1,0,4.056198332810095,0,0,11118,203,1,-1,1
52,3,8,0,0,0,1,1,0,4.3798429015438405,0,0,8162,238,1,-1,1
43,2,3,0,0,0,1,0,0,4.126862359796814,0,0,-1,-1,-1,-1,1
79,2,12,0,0,0,1,0,0,4.393326598157,0,0,6229,345,1,-1,1
53,2,7,0,0,0,1,0,0,4.213980247817397,0,0,7074,230,1,-1,1
69,3,7,0,0,0,1,0,0,4.589771014466992,0,0,6908,31,1,1,1
21,2,2,0,0,0,1,0,0,3.6897037321995474,0,0,9962,157,1,1,1
131,6,17,0,0,0,1,0,0,4.678121374749384,0,0,-1,-1,-1,-1,0
33,3,3,0,0,0,1,1,0,4.104407755459851,0,0,11155,531,1,-1,1
54,2,6,0,0,0,1,0,0,4.045211225914203,0,0,-1,-1,-1,-1,0
53,2,6,0,0,0,1,0,0,4.785011615864386,0,0,8593,172,1,-1,1
46,2,6,0,0,0,1,0,0,4.004207273188953,0,0,9430,66,1,1,1
25,1,4,0,0,0,1,0,0,3.683856189774725,0,0,-1,-1,1,0,0
254,14,31,0,0,0,1,0,0,4.993728678953457,0,0,-1,-1,-1,-1,0
207,9,25,1,0,0,1,0,0,4.859937629139567,1,0,-1,-1,-1,-1,0
34,3,3,0,0,0,1,0,0,4.035273502696888,0,0,4574,173,1,0,0
67,3,7,0,0,0,1,0,0,4.569018108013023,0,0,7898,502,1,1,1
61,6,6,0,0,0,1,0,0,4.547071304875869,0,0,-1,-1,-1,-1,0
119,8,4,0,0,0,1,4,0,4.503727978102116,1,0,4593,154,1,0,0
23,1,4,0,0,0,1,0,0,3.588354347173233,0,0,-1,-1,-1,-1,0
29,3,3,0,0,0,1,1,0,3.762310736133871,0,0,7323,711,0,-1,1
55,3,5,0,0,0,1,0,0,4.163292105166642,0,0,10540,144,1,1,1
39,2,5,0,0,0,1,0,0,4.1604200911461655,0,0,10036,1285,1,1,0
93,3,14,0,0,0,1,0,0,4.813314795365903,0,0,10546,411,1,-1,1
71,3,10,0,0,0,1,0,0,4.564601521702086,0,0,10446,99,1,1,1
38,2,6,0,0,0,1,0,0,3.925173236956996,0,0,9609,251,1,1,1
53,4,6,0,0,0,1,1,0,4.379166804461991,0,0,8820,310,1,-1,1
26,3,3,0,0,0,1,1,0,3.738149333192866,0,0,9126,369,1,-1,1
41,3,4,0,0,0,1,0,0,3.778794542344899,1,0,-1,-1,1,0,0
39,2,5,0,0,0,1,0,0,4.111698692943855,0,0,-1,-1,1,-1,1
88,4,10,0,0,0,1,2,0,4.370062483830845,0,0,9920,305,1,-1,1
31,2,3,0,0,0,1,0,0,4.082597923010944,0,0,6175,176,1,-1,1
39,4,3,0,0,0,1,0,0,4.099128821259931,0,0,6816,123,1,1,1
75,2,11,0,0,0,1,0,0,4.2899373191990655,0,0,9130,730,1,-1,1
75,2,9,0,0,0,1,0,0,4.751352024489552,0,0,11085,236,1,1,1
71,2,8,0,0,0,1,0,0,4.432982113702841,0,0,6912,392,1,1,1
25,3,2,0,0,0,1,0,0,3.8332696895151086,0,0,9426,70,0,1,1
60,3,7,0,0,0,1,0,0,4.715491538019118,0,0,10762,493,1,-1,1
33,2,4,0,0,0,1,0,0,4.18788919491935,0,0,6871,68,1,1,1
45,2,6,0,0,0,1,0,0,4.402529762804034,0,0,5981,227,1,1,1
111,4,12,0,1,0,1,0,0,5.00833619618316,0,0,-1,-1,-1,-1,0
56,2,9,0,0,0,1,0,0,4.711210672320923,0,0,6129,444,1,0,0
28,2,3,0,0,0,1,0,0,3.923251796980337,0,0,5255,588,0,-1,1
39,2,5,0,0,0,1,0,0,4.192346052629154,0,0,10316,1004,1,1,1
32,1,5,0,1,0,1,0,0,4.038909765557392,0,0,383,347,1,-1,0
58,3,7,0,0,0,1,0,0,4.551525175975549,0,0,10458,85,1,1,1
215,3,27,0,0,0,1,0,0,4.932926594239856,0,0,-1,-1,-1,-1,0
83,4,10,0,0,0,1,1,0,4.589761533699631,0,0,10713,243,1,-1,1
35,2,3,0,0,0,1,0,0,4.036006945330954,0,0,6212,361,1,1,1
45,4,3,0,0,0,1,1,0,4.191201429374546,0,0,-1,-1,1,-1,0
46,3,4,0,0,1,1,0,0,4.648243205915917,0,0,-1,-1,1,0,0
78,2,9,0,0,0,1,0,0,4.685810475650603,0,0,11085,236,1,1,1
43,2,5,0,0,0,1,0,0,4.376976022637825,0,0,7326,343,1,1,1
56,2,7,0,0,0,1,0,0,4.186445994679622,0,0,5903,670,1,-1,1
36,1,4,0,1,0,1,0,0,4.273684376262023,0,0,7487,182,1,0,0
41,1,5,0,0,0,1,0,0,4.009719689280522,0,0,8369,1492,1,1,0
93,2,15,0,0,0,1,0,0,4.669399978320159,0,0,7519,150,1,1,1
41,2,6,0,0,0,1,0,0,4.424267553240269,0,0,10586,371,1,1,1
55,1,6,0,0,0,1,0,0,4.075023869307127,0,0,-1,-1,-1,-1,0
49,3,5,0,0,0,1,1,0,4.198708252579409,0,0,8820,310,1,-1,1
51,3,4,0,0,0,1,0,0,4.03466480402384,0,0,-1,-1,-1,-1,1
35,2,3,0,0,0,1,0,0,4.050013373778756,0,0,10607,1447,1,1,1
56,3,7,0,0,0,1,0,0,4.412016252639432,0,0,9264,232,1,-1,1
73,8,6,0,0,0,1,0,0,4.308999559617718,1,0,-1,-1,-1,-1,0
54,1,8,0,0,0,1,0,0,4.311995891776549,0,0,-1,-1,1,0,0
33,3,3,0,0,0,1,0,0,4.081532376606413,0,0,-1,-1,1,-1,0
105,3,17,0,0,0,1,0,0,4.781657239136328,0,0,6560,1840,1,0,0
34,3,3,0,0,0,1,0,0,3.836600340868552,0,0,1990,201,1,0,0
35,2,4,0,0,0,1,0,0,4.514718016821339,0,0,10182,775,1,1,1
55,2,7,0,0,0,1,0,0,4.259712723129915,0,0,-1,-1,1,0,0
79,3,7,0,0,0,1,0,0,4.997976754555945,0,0,8919,211,1,1,1
109,2,11,0,0,0,1,0,0,4.995794046262445,1,0,5218,625,1,0,0
18,1,2,0,0,0,1,0,0,3.614369445886757,0,0,-1,-1,-1,-1,0
65,3,7,0,0,0,1,1,0,4.4064782979977055,0,0,8820,310,1,-1,1
36,2,3,0,0,0,1,0,0,4.083274571476652,0,0,-1,-1,-1,-1,0
59,3,7,0,0,0,1,0,0,4.189195540917181,0,0,6673,2092,1,1,1
36,3,3,0,0,0,1,1,0,4.009523959475164,0,0,8725,1136,1,-1,1
84,2,11,0,0,0,1,0,0,4.371310060959023,0,0,5130,348,0,1,0
27,2,3,0,0,0,1,0,0,4.032303242743952,0,0,-1,-1,-1,-1,1
102,2,12,0,0,0,1,0,0,4.555723539223695,1,0,-1,-1,-1,-1,0
36,2,5,0,0,0,1,0,0,4.215354779870082,0,0,10655,301,1,1,1
30,2,3,0,0,0,1,0,0,3.628072996388509,0,0,-1,-1,-1,-1,1
114,4,16,0,0,0,1,0,0,4.60089390292826,0,0,11094,227,1,1,1
53,2,7,0,0,0,1,0,0,4.330956303293242,0,0,7757,278,1,1,1
33,2,3,0,0,0,1,0,0,4.063650847340263,0,0,-1,-1,-1,-1,1
72,4,4,0,0,0,1,2,0,4.367638634874841,0,0,5126,352,1,-1,0
81,1,11,0,1,0,1,0,0,4.238490862554595,0,0,5695,148,1,-1,0
77,2,6,0,0,0,1,0,0,4.6983689306883,0,0,-1,-1,1,0,0
38,3,4,0,0,0,1,0,0,4.115834092163221,0,0,9506,355,1,0,0
56,2,7,0,1,0,1,0,0,4.300559557636108,0,0,-1,-1,-1,-1,0
60,3,6,0,0,0,1,0,0,4.2492553971685,0,0,7104,200,1,0,0
41,2,4,0,0,0,1,0,0,4.229145602020757,0,0,7922,113,1,1,1
44,1,7,0,1,0,1,0,0,4.001727857559624,1,0,4855,1716,1,0,0
31,2,4,0,1,0,1,0,0,4.17146526179041,0,0,6729,210,1,0,0
37,2,5,0,0,0,1,0,0,4.17257423112624,0,0,10655,301,1,1,1
63,1,8,0,0,0,1,0,0,4.310458798250798,0,0,-1,-1,-1,-1,0
27,1,3,0,0,0,1,0,0,4.180451390892101,0,0,5891,-1,1,0,0
133,4,14,1,1,0,1,0,0,5.118778162308116,1,0,-1,-1,-1,-1,0
53,3,4,0,0,0,1,0,0,4.180012907066827,0,0,5806,37,1,1,1
34,2,4,0,0,0,1,0,0,3.491443355765328,0,0,7323,1807,1,0,0
43,2,4,0,0,0,1,0,0,4.283952766823871,0,0,-1,-1,-1,-1,0
25,2,3,0,0,0,1,0,0,3.7034651896016473,0,0,7183,1947,1,1,1
45,1,4,0,0,0,1,0,0,4.4003105301349255,0,0,-1,-1,1,-1,0
39,1,4,0,0,0,1,0,0,4.057855988582063,0,0,-1,-1,-1,-1,0
21,1,2,0,0,0,1,0,0,3.7849418274376414,0,0,-1,-1,-1,-1,0
47,3,3,0,0,0,1,0,0,4.224177681188684,0,0,-1,-1,-1,-1,1
76,3,7,0,0,0,1,0,0,4.237480309240016,0,0,8699,431,1,-1,1
37,2,5,0,0,0,1,0,0,4.077715447225512,0,0,10655,301,1,1,1
74,3,7,0,0,0,1,0,0,4.188306237890596,0,0,8375,390,1,-1,1
44,3,5,0,1,0,1,0,0,4.419103493391448,0,0,-1,-1,1,-1,1
93,4,8,0,0,0,1,1,0,4.542185685003103,0,0,10998,325,1,-1,1
87,1,9,0,1,0,1,0,0,4.706051583655575,0,0,2775,146,1,0,0
58,3,7,0,0,0,1,0,0,4.456529055211291,0,0,9858,367,1,1,1
100,3,10,0,0,0,1,0,0,4.708143731326167,0,0,6922,17,1,-1,1
87,3,8,0,0,0,1,0,0,4.333596089472724,0,0,5657,186,1,-1,1
53,2,7,0,0,0,1,0,0,4.1685770033538745,0,0,5714,129,1,1,1
36,1,5,0,0,0,1,0,0,4.117861029749889,0,0,964,131,1,0,0
74,3,10,0,0,0,1,1,0,4.349684325861631,0,0,10917,406,1,-1,1
72,3,7,0,0,0,1,0,0,4.617279863361467,1,1,5932,276,1,-1,0
25,2,3,0,0,0,1,0,0,3.7230741894285697,0,0,853,242,1,-1,1
62,4,6,0,0,0,1,1,0,4.275888045091532,0,0,9493,368,1,-1,1
68,1,8,0,1,0,1,0,0,4.527828834657527,0,0,-1,-1,1,-1,0
33,1,5,0,0,0,1,0,0,4.184862968552385,0,0,-1,-1,-1,-1,0
28,1,3,0,0,0,1,0,0,3.9677201004744993,0,0,-1,-1,1,-1,0
75,2,10,0,0,0,1,0,0,4.316817484945779,0,0,6134,74,1,0,0
30,3,4,0,1,0,1,1,0,3.8062389286533898,0,0,3579,73,1,-1,1
31,2,5,0,0,0,1,0,0,4.389364858634393,0,0,4213,170,1,0,0
73,11,4,0,0,0,1,0,0,4.247326562073651,1,1,-1,-1,-1,-1,0
65,3,7,0,0,0,1,0,0,4.334325129753201,0,0,6169,39,1,1,1
49,4,5,0,0,0,1,0,0,4.491861884754925,0,0,213,151,1,0,0
96,5,10,0,0,0,1,2,0,4.794466964791239,0,0,11007,316,1,-1,1
40,3,5,0,0,0,1,0,0,4.265311532225103,0,0,7211,93,1,-1,1
53,4,6,0,0,0,1,0,0,4.449157482660985,1,1,4239,1969,1,0,0
54,2,5,0,0,0,1,0,0,4.292040864021043,0,0,10041,184,1,1,1
51,3,4,0,0,0,1,0,0,4.074700960493769,0,0,9644,216,1,-1,1
42,2,4,0,0,0,1,0,0,3.975418017913833,0,0,6959,345,1,1,1
52,3,3,0,0,0,1,0,0,4.390074997229215,1,0,-1,-1,-1,-1,1
66,4,7,0,0,0,1,0,0,4.265604870627277,0,0,6224,350,0,0,0
28,1,3,0,0,0,1,0,0,3.740415529881632,0,0,-1,-1,1,-1,0
73,3,8,0,0,0,1,0,0,4.411873189813978,0,0,10453,3059,1,1,1
32,2,4,0,1,0,1,0,0,3.7539280318460246,0,0,-1,-1,-1,-1,0
54,2,6,0,0,0,1,0,0,4.066419504205437,0,0,5497,829,1,0,0
45,3,5,0,0,0,1,1,0,4.05249976448152,0,0,8820,310,1,-1,1
49,3,5,0,0,0,1,1,0,4.262896967430974,0,0,8820,310,1,-1,1
36,2,3,0,0,0,1,0,0,4.44035104292869,0,0,9319,177,1,1,1
45,2,5,0,0,0,1,0,0,4.250201918975737,0,0,7928,107,1,1,1
53,3,5,0,0,0,1,0,0,4.111906483020849,0,0,12955,144,1,1,1
48,3,5,0,1,0,1,0,0,4.1373803454010725,0,0,7094,210,1,-1,1
74,3,8,0,0,0,1,1,0,4.326017434989832,0,0,7454,580,1,1,1
55,1,9,0,0,0,1,0,0,4.156194659247311,0,1,-1,-1,-1,-1,0
79,2,9,0,0,0,1,0,0,4.4234600210380615,0,0,9184,312,1,-1,1
54,3,4,0,0,0,1,0,0,4.164622632146298,0,0,6208,365,1,1,1
27,2,3,0,0,0,1,0,0,3.754163427768881,0,0,9277,1315,1,-1,1
146,5,6,0,0,0,1,0,0,5.006152002280573,0,0,-1,-1,1,-1,0
41,2,3,0,0,0,1,0,0,4.338663284842051,0,0,6557,382,1,0,0
31,2,3,0,0,0,1,0,0,3.824533406881912,0,0,-1,-1,-1,-1,1
251,3,9,0,1,0,1,0,0,5.640253114599239,0,0,7170,134,1,0,0
26,2,3,0,0,0,1,0,0,3.796217602590057,0,0,9732,325,1,1,1
44,1,6,0,0,0,1,0,0,4.15524802806334,0,0,4740,7,1,0,0
68,5,8,0,0,0,1,1,0,4.725648739277872,0,0,9166,330,1,-1,1
94,3,11,0,0,0,1,0,0,4.881902155749781,0,0,10629,329,1,1,1
61,3,5,0,0,0,1,1,0,4.420685961522645,0,0,8874,256,1,-1,1
49,4,3,0,0,0,1,1,0,4.081660548630234,0,0,6919,20,1,-1,1
24,1,3,0,0,0,1,0,0,3.688721875540867,0,0,720,10,1,0,0
62,2,8,0,0,0,1,0,0,4.588015271608848,0,0,-1,-1,-1,-1,0
63,4,4,0,0,0,1,1,0,4.481425463856623,0,0,10348,607,1,1,1
54,3,9,0,0,0,1,1,0,4.374714816737898,0,0,10412,543,1,-1,1
41,4,4,0,0,0,1,0,0,4.064392248309453,0,0,5107,6,1,1,1
30,2,3,0,0,0,1,0,0,3.8062389286533898,0,0,-1,-1,1,-1,0
43,1,5,0,0,0,1,0,0,3.7918304538301455,0,0,3633,19,1,0,0
49,3,4,0,0,0,1,0,0,4.279486946865809,0,0,5948,260,1,1,1
40,2,3,0,0,0,1,0,0,4.006198332810095,0,0,3958,85,1,0,0
41,2,3,0,0,0,1,0,0,4.287447053863762,0,0,7814,221,1,-1,0
35,4,4,0,0,1,1,0,0,4.185867302411999,0,0,-1,-1,1,-1,0
41,2,4,0,0,0,1,0,0,4.092325102644249,0,0,5092,21,1,-1,0
89,3,12,0,1,0,1,0,0,4.508132235045818,0,0,6694,245,1,1,1
67,3,8,0,0,0,1,1,0,4.4557859753543285,0,0,8820,310,1,-1,1
39,3,4,0,0,0,1,1,0,4.182336834024969,0,0,10040,550,1,-1,1
26,2,3,0,0,0,1,0,0,3.921029621737615,0,0,-1,-1,-1,-1,1
33,1,3,0,0,0,1,0,0,4.165013816065912,0,0,3400,252,1,0,0
86,3,4,0,0,0,1,0,0,4.3312851455536565,0,0,9081,414,1,-1,1
34,2,4,0,0,0,1,0,0,4.065260267657296,0,0,3113,174,1,-1,0
33,2,3,0,0,0,1,0,0,4.18788919491935,0,0,-1,-1,-1,-1,1
36,2,3,0,0,0,1,0,0,4.120635070586275,0,0,7841,559,1,-1,1
74,2,8,0,0,0,1,0,0,4.788392345411768,0,0,3743,274,1,0,0
33,2,4,0,0,0,1,0,0,3.942438726128142,0,0,5252,226,1,0,0
46,3,5,0,0,0,1,0,0,4.023698511281123,0,0,10293,1393,1,1,1
47,2,6,0,0,0,1,0,0,4.043534596174363,0,0,10519,1007,1,1,1
42,3,3,0,0,0,1,0,0,3.9963843160385055,0,0,9864,361,1,1,1
140,5,9,0,0,0,1,0,0,4.93752845093039,1,1,10298,1388,1,-1,0
27,2,3,0,0,0,1,0,0,4.106377316818026,0,0,3966,3338,1,0,0
44,3,4,0,0,0,1,1,0,4.447401504705915,0,0,9459,37,1,-1,1
59,3,6,0,0,0,1,0,0,4.371481769767409,0,0,7828,572,1,1,1
37,2,3,0,0,0,1,0,0,4.046762824854521,0,0,10607,1447,1,1,1
67,3,7,0,0,0,1,1,0,4.305907706996621,0,0,8809,3608,1,-1,1
61,2,7,0,0,0,1,0,0,4.592233395075271,0,0,10206,2943,1,1,1
73,6,8,0,0,0,1,0,0,4.451333251748721,0,0,-1,-1,1,-1,0
27,3,4,0,0,1,1,0,0,3.689891668750007,0,0,-1,-1,1,-1,0
35,3,4,0,1,0,1,0,0,3.900153016697713,0,0,9917,308,1,1,1
80,3,11,0,0,0,1,0,0,4.346562083645508,0,0,10537,55,1,1,1
60,3,5,0,0,0,1,0,0,4.212744920746109,0,0,2874,47,1,1,1
87,3,11,0,0,0,1,0,0,4.214166669638664,1,0,3996,386,1,0,0
35,1,3,0,0,0,1,0,0,4.068728288980288,0,0,7367,302,1,0,0
42,3,3,0,0,0,1,1,0,4.266502839084849,0,0,7874,972,1,-1,1
47,3,7,0,1,0,1,0,0,4.333651022204145,0,0,-1,-1,-1,-1,0
34,2,3,0,0,0,1,0,0,4.116299605701696,0,0,8734,761,1,1,0
30,1,4,0,0,0,1,0,0,3.6565647621309534,0,0,-1,-1,-1,-1,0
39,2,4,0,0,0,1,0,0,4.072986513345729,0,0,8162,238,1,1,1
79,2,6,0,0,0,1,0,0,4.5094945967612245,0,0,6436,138,1,0,0
42,2,5,0,0,0,1,0,0,4.109595923232874,0,0,5841,367,0,0,0
62,5,8,0,0,0,1,0,0,4.46220448032207,0,0,5482,361,1,0,0
63,3,8,0,0,0,1,0,0,4.413068218039848,0,0,11118,203,1,0,0
99,2,16,0,0,0,1,0,0,4.959262428529554,0,0,11085,236,1,1,1
34,2,3,0,0,0,1,0,0,3.90320806164768,0,0,9669,191,1,1,1
54,3,5,0,0,0,1,0,0,4.694068751883019,0,0,10206,2943,1,1,1
41,2,5,0,0,0,1,0,0,4.064392248309453,0,0,10602,356,1,1,1
43,3,4,0,0,0,1,0,0,4.109306836490687,0,0,-1,-1,1,0,0
